Document,Label
I like clothes more than skirts .,0
"I met waiters , but not physicists .",1
"I met scientists , and astronomers too .",0
"I like dogs , except sparrows .",0
"I like crabs , and chicken too .",1
I like Chardonnay more than coca-cola .,1
"I met caretakers , and astronomers too .",1
"I like waiters , except offices .",0
"I like Chianti , but not wine .",0
I like birches more than bushes .,1
"I like bicycles , and Suzukis too .",1
I like bushes more than oaks .,1
"I do not like scientists , I prefer biologists .",0
"I do not like Suzukis , I prefer trains .",1
"I like clerks , but not workers .",0
"I met physicists , except waiters .",0
"I like videogames , except comedies .",0
"I like cartoons , but not handbooks .",1
"I do not like earrings , I prefer shoes .",1
"I like prosciutto , and fish too .",1
"I like beds , but not parquet .",1
"I like fish , but not bacon .",1
"He likes sadness , and emotions too .",0
I like cats more than sparrows .,1
"I like jewelry , and jazz too .",1
"I like bushes , and firs too .",1
I like beef more than crabs .,1
"I like Chardonnay , and coca-cola too .",1
"I do not like caretakers , I prefer workers .",0
"I like ducks , except dogs .",0
I like enduros more than airplanes .,1
"I like motorcycles , but not Harley-Davidson .",1
I like beds more than furniture .,0
"I like skirts , and clothes too .",0
I like Kawasakis more than ships .,1
"I like grass , and birches too .",1
"I like essays , and books too .",0
"I do not like dogs , I prefer sparrows .",1
"I like textbooks , and paintings too .",1
"I like coca-cola , and Zinfandel too .",1
I like beef more than caviar .,1
"I met caretakers , and geneticists too .",1
"I like trees , and firs too .",0
"I like socks , and earrings too .",1
"I do not like workers , I prefer professors .",0
"I like documentaries , and videogames too .",1
"He trusts his sight , and reconstructions too .",1
"I do not like Merlot , I prefer beer .",1
"He likes sadness , except emotions .",0
"I do not like thrillers , I prefer textbooks .",1
"I like hamsters , but not sparrows .",1
"I like beef , except caviar .",0
"He trusts guesses , and his taste too .",1
"I like factories , but not waiters .",1
I like jazz more than food .,1
"He trusts his touch , and rumors too .",1
"I like earrings , and glasses too .",1
"I like paintings , and tables too .",1
"I like bulldogs , except dogs .",0
"I like beagles , but not parrots .",1
"I like Suzukis , except airplanes .",0
"I like shoes , but not bracelets .",1
"I do not like carrots , I prefer bacon .",1
"I use plastic , but not nylon .",1
"I like videogames , and documentaries too .",1
"I do not like fish , I prefer lard .",1
"I do not like shrubs , I prefer firs .",1
"I like bacon , and carrots too .",1
"I like oysters , except turkey .",0
"I like caretakers , except factories .",0
I like shirts more than pets .,1
"I like sparrows , but not birds .",0
"He likes calculations , and love too .",1
"I like parrots , but not huskies .",1
I like biologists more than caretakers .,1
"I like books , and textbooks too .",0
"I like handbags , but not necklaces .",1
"I do not like PVC , I prefer leather .",1
"He does not trust reconstructions , he prefers his taste .",1
"I like cats , but not giraffes .",1
"He likes fear , except emotions .",0
"He does not like joy , he prefers calculations .",1
"I like jellyfish , except cats .",0
"I like bracelets , and glasses too .",1
I like broccoli more than prosciutto .,1
"I do not like oaks , I prefer animals .",1
"I like fish , and lard too .",1
"I like westerns , and boardgames too .",1
"I use plastic , except PVC .",1
"I met waiters , but not biologists .",1
"I like blackbirds , and dogs too .",1
"I like tables , except cutlery .",0
"I do not like firs , I prefer animals .",1
"I do not like bicycles , I prefer enduros .",1
"He likes fear , but not stupidity .",1
"I like giraffes , except rabbits .",0
"I do not like clothes , I prefer skirts .",0
I like water more than Chianti .,1
"I like enduros , except airplanes .",0
I like birds more than blackbirds .,0
"I like clothes , but not skirts .",1
"I like glasses , except socks .",0
"I like wine , but not Chianti .",1
"I like Chianti , except wine .",0
"I like bushes , except birches .",0
I like prosciutto more than pork .,0
I like glasses more than rings .,1
"I like birds , and parrots too .",0
"He likes fear , but not logic .",1
"I like factories , except clerks .",0
"He does not trust his senses , he prefers guesses .",1
"I like Kawasakis , except motorcycles .",0
"I like beagles , but not rabbits .",1
"He does not like calculations , he prefers sadness .",1
I use wood more than polyester .,1
"I like bacon , and fish too .",1
"I like coca-cola , except Merlot .",0
I like salmon more than turkey .,1
"I like novels , except music .",0
I like bobtails more than hamsters .,1
"I like pets , except whales .",0
I like Merlot more than water .,1
"I do not like fish , I prefer ham .",1
"I like necklaces , except scarfs .",0
"I like trees , except shrubs .",0
"I like waiters , but not factories .",1
"I do not like music , I prefer essays .",1
"I do not like astronomers , I prefer clerks .",1
I like planes more than enduros .,1
"I like Harley-Davidson , but not trains .",1
"I like Zinfandel , and water too .",1
"I like seafood , except oysters .",1
"I like planes , but not Suzukis .",1
"I like Chianti , except water .",0
"I do not like turkey , I prefer crabs .",1
"I do not like parquet , I prefer wardrobes .",1
"I like Chianti , and wine too .",0
"He does not like joy , he prefers stupidity .",1
"I do not like comedies , I prefer textbooks .",1
"I met geneticists , but not caretakers .",1
I like chicken more than salmon .,1
He trusts reports more than his hearing .,1
I like waiters more than astronomers .,1
"I like birches , and shrubs too .",1
"I like furniture , except chairs .",1
"I like hamsters , except beagles .",0
"I like scarfs , but not necklaces .",1
I like thrillers more than movies .,0
I like movies more than thrillers .,0
"I like shirts , except clothes .",0
"He does not like logic , he prefers joy .",1
"I met caretakers , except astronomers .",0
"I do not like trees , I prefer bushes .",1
I like crabs more than seafood .,0
I like hamsters more than whales .,1
I like professors more than restaurants .,1
I like birds more than parrots .,0
"I do not like jewelry , I prefer shirts .",1
"I do not like rabbits , I prefer jellyfish .",1
"I do not like textbooks , I prefer thrillers .",1
"I like workers , except restaurants .",0
"I do not like pork , I prefer bacon .",0
"I like carrots , except ham .",0
"I like bears , but not rabbits .",1
I like rabbits more than pets .,0
"He likes fear , except wisdom .",0
"I like techno , and music too .",0
I like planes more than Suzukis .,1
"I do not like documentaries , I prefer essays .",1
"I do not like westerns , I prefer videogames .",1
I like videogames more than thrillers .,1
I like films more than handbooks .,1
"I like firs , and animals too .",1
"I like comedies , except boardgames .",0
I like oaks more than bushes .,1
"He trusts his touch , but not his senses .",0
"I like beds , but not cutlery .",1
"I like pork , except broccoli .",0
"I like bracelets , except scarfs .",0
"I like rings , except handbags .",0
I like wine more than Chianti .,0
I like animals more than oaks .,1
I like glasses more than socks .,1
"I use glass , except polyester .",0
"I do not like wallpaper , I prefer tables .",1
He likes wisdom more than love .,1
"He does not trust his hearing , he prefers reports .",1
"I like jewelry , and socks too .",1
"I do not like rabbits , I prefer pets .",0
"I like jewelry , except glasses .",0
"I do not like animals , I prefer firs .",1
"I met biologists , but not caretakers .",1
"I do not like ham , I prefer apples .",1
"He likes emotions , and calculations too .",1
"I like coca-cola , but not Chardonnay .",1
"He likes wisdom , but not love .",1
"I like blues , but not food .",1
"I do not like cartoons , I prefer textbooks .",1
"I like blues , and sports too .",1
"I do not like parrots , I prefer cats .",1
"I like grass , except firs .",0
I like bobtails more than parrots .,1
"I do not like paintings , I prefer textbooks .",1
"I like Zinfandel , and beer too .",1
"I like music , but not rock .",1
"I like jewelry , but not shirts .",1
"I like planes , except enduros .",0
"I met biologists , except caretakers .",0
"He trusts rumors , except his sight .",0
"I like oysters , but not beef .",1
"I like birds , but not cats .",1
"I like seafood , but not beef .",1
"I do not like pines , I prefer animals .",1
I like shrubs more than birches .,1
"I met scientists , and janitors too .",1
"He does not like stupidity , he prefers love .",1
I like shirts more than clothes .,0
"I met caretakers , but not astronomers .",1
"I met waiters , and geneticists too .",1
"He likes emotions , except sadness .",1
"He does not like wisdom , he prefers joy .",1
"I like books , and essays too .",0
"I do not like movies , I prefer thrillers .",0
"I like cutlery , and beds too .",1
"I met janitors , and biologists too .",1
"I like whales , except cats .",0
"I like dogs , except hamsters .",0
"I like music , except handbooks .",0
"I like wallpaper , but not tables .",1
"He trusts his touch , except his senses .",0
"I like videogames , but not thrillers .",1
I like beer more than Chianti .,1
"I like chicken , and oysters too .",1
"I like movies , except videogames .",0
I like westerns more than videogames .,1
"I like rabbits , but not bears .",1
"I use plastic , except leather .",0
"I like ships , except Kawasakis .",0
"I like grass , and firs too .",1
"I like necklaces , except jewelry .",0
"I do not like novels , I prefer books .",0
"I like firs , and trees too .",0
"I like glasses , but not earrings .",1
"I do not like beagles , I prefer hamsters .",1
"I do not like vinyl , I prefer leather .",1
"I like cats , except bulldogs .",0
"I like beds , but not paintings .",1
"I like parquet , and wardrobes too .",1
"I do not like wine , I prefer Chianti .",0
"I like thrillers , except videogames .",0
"I do not like apples , I prefer lard .",1
"I do not like planes , I prefer enduros .",1
"He trusts his senses , and his hearing too .",0
I like grass more than firs .,1
"I like carrots , and prosciutto too .",1
"I do not like Suzukis , I prefer motorcycles .",0
"I like skirts , except shoes .",0
"I do not like birds , I prefer hamsters .",1
I like blues more than boardgames .,1
"I like planes , and enduros too .",1
"I like blackbirds , and cats too .",1
"I use glass , but not nylon .",1
I like salmon more than beef .,1
I like furniture more than chairs .,0
"I do not like books , I prefer cartoons .",1
"I do not like hamsters , I prefer giraffes .",1
"I like earrings , and socks too .",1
